"documents","link","keywords"
"https://www.gov.uk/government/publications/evaluating-cdcs-financial-institutions-portfolio/evaluating-cdcs-financial-institutions-portfolio","https://www.gov.uk/government/publications/evaluating-cdcs-financial-institutions-portfolio","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/952307/Genesis-IPE_CDC_FI_Portfolio_Evaluation_-_Dec_2020.pdf","https://www.gov.uk/government/publications/evaluating-cdcs-financial-institutions-portfolio","evaluation, impact, survey, case study, interview, experimental"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/civil-justice-statistics-quarterly-october-to-december-2020","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","evaluation, impact, survey, realist, interview, monitoring, case study, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966523/Civil_Justice_Statistics_Quarterly_October_to_December_2020_Tables.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","survey, experimental, evaluation, performance"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/guide-to-civil-justice-statistics-quarterly","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/quality-statement","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020",NA
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/pre-release-list","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","survey, impact, evaluation"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/business-and-property-courts-guidance-document","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966524/BPC_Main_Tables_ods.ods","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966439/BPC_Infographic_2020.pdf","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","impact, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/966441/workload_csv.zip","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","performance, impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020/sankey-case-progression-tool-guide","https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-october-to-december-2020","performance, survey"
"https://www.gov.uk/government/publications/access-consortium-guidance-on-strain-changes-in-authorised-covid-19-vaccines/guidance-on-strain-changes-in-authorised-covid-19-vaccines","https://www.gov.uk/government/publications/access-consortium-guidance-on-strain-changes-in-authorised-covid-19-vaccines","survey"
"https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities","https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities",NA
"https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities/annexes","https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/967856/Second_Covid_Disparities_Report_Final_01-03-20__1_.pdf","https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities",NA
"https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities/minister-for-equalities-letter-to-the-prime-minister-and-health-secretary-on-the-second-covid-19-disparities-report","https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/965092/MfE_letter_to_PM_and_Health_Secretary_on_Q2_disparities_report_25.2.21.pdf","https://www.gov.uk/government/publications/second-quarterly-report-on-progress-to-address-covid-19-health-inequalities","survey, performance"
"https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them/how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them-occasional-paper-25","https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/946014/ssac-occasional-paper-25.pdf","https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/949392/ssac-report-and-recommendations-easy-read-v3.pdf","https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them","survey"
"https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them/minister-response-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them-occasional-paper-25","https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them","impact, evaluation, survey, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/985165/minister-response-ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them.pdf","https://www.gov.uk/government/publications/ssac-occasional-paper-25-how-dwp-involves-disabled-people-when-developing-or-evaluating-programmes-that-affect-them","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964759/Data_and_Evaluation_ARI_summary_paper.pdf","https://www.gov.uk/government/publications/data-and-evaluation-areas-of-research-interest-across-government","survey, impact"
"https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020/eu-settlement-scheme-quarterly-statistics-december-2020","https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020","interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964547/eu-settlement-scheme-quarterly-statistics-tables-28-august-2018-to-31-december-2020.ods","https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964549/eu-settlement-scheme-local-authority-statistics-28-august-2018-to-31-december-2020.ods","https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020","survey"
"https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020/pre-release-access-to-eu-settlement-scheme-quarterly-statistics-december-2020","https://www.gov.uk/government/statistics/eu-settlement-scheme-quarterly-statistics-december-2020","impact, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/959872/Enhancing_a_labour_market_information_database_-_LMI_for_All_-_2019_to_2020.pdf","https://www.gov.uk/government/publications/developing-and-enhancing-a-labour-market-information-database-lmi-for-all","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/863703/LMI_for_All_2018_2019.pdf","https://www.gov.uk/government/publications/developing-and-enhancing-a-labour-market-information-database-lmi-for-all","case study, impact, monitoring, evaluation"
"https://www.gov.uk/government/publications/developing-and-enhancing-a-labour-market-information-database-lmi-for-all/lmi-for-all-2017-to-2018","https://www.gov.uk/government/publications/developing-and-enhancing-a-labour-market-information-database-lmi-for-all","case study, impact, polling, performance, survey, experimental, randomised control trial, rct, monitoring, realist"
"http://digital.nhs.uk/pubs/msmnov20exp","https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-november-2020-experimental-statistics",NA
"https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020/rough-sleeping-snapshot-in-england-autumn-2020","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020","impact, performance, survey"
"https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020/rough-sleeping-snapshot-in-england-autumn-2020-technical-report","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020","monitoring, survey, impact, interview, consultative, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964154/rs_statistics2020.xlsx","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020","impact, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963703/infographic_2020.pdf","https://www.gov.uk/government/statistics/rough-sleeping-snapshot-in-england-autumn-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964235/nmw-enforcement-compliance-report-2019-2020.pdf","https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920","survey"
"https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920-web","https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964238/nmw-e-c-report-tables-2019-2020.xlsx","https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920","survey"
"https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920/supplementary-data-for-the-201920-national-minimum-wage-enforcement-statistics-report-web","https://www.gov.uk/government/publications/national-living-wage-and-national-minimum-wage-government-evidence-on-compliance-and-enforcement-201920",NA
"https://www.gov.uk/government/publications/vaping-in-england-evidence-update-february-2021/vaping-in-england-2021-evidence-update-summary","https://www.gov.uk/government/publications/vaping-in-england-evidence-update-february-2021","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962221/Vaping_in_England_evidence_update_February_2021.pdf","https://www.gov.uk/government/publications/vaping-in-england-evidence-update-february-2021","experimental, impact, survey"
"https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth/regulating-for-people-the-environment-and-growth-2019","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","survey"
"https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth/summary-regulating-for-people-the-environment-and-growth-2018","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","experimental, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/967227/Regulating_for_people_the_environment_and_growth_2018.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/841708/Summary_graphic_regulating_for_people_the_environment_and_growth_2018.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/748416/Regulating_for_people_the_environment_and_growth_2017_summary.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/663672/Regulating_for_people_the_environment_and_growth_2016_summary.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","experimental, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651546/Regulating_for_people_environment_and_growth_2015_evidence_summary_LIT_10496.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","survey, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1026653/Regulating_for_people__the_environment_and_growth__2014.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651547/Regulating_for_people_environment_and_growth_2014_evidence_summary_LIT_10159.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/651549/Regulation_working_2013_evidence_summary_LIT_10110.pdf","https://www.gov.uk/government/publications/regulating-for-people-the-environment-and-growth","monitoring, impact, survey, experimental, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/963260/Rapid_assessment_RT-PCR_kit_for_detecting_2019-nCoV_BGI__2_.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","monitoring, impact, experimental, survey, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/921425/Rapid_assessment_Biomerieux_ARGENE_SARS-COV-2_R-GENE_Real-time_detection_kit.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","survey, monitoring, experimental, impact, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/899731/Rapid_assessment_of_careGENE_N-CoV_RT-PCR_Kit.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","monitoring, survey, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/897830/Rapid_assessment_of_Elitech_GeneFinder_COVID-19_RealAmp_kit_V01.00e.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/897832/Rapid_Assessment_of_GenMark_ePlex_SARS_CoV_2_test_V1.00e.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889795/Assay_Validation_Situation_update_report.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","survey, impact, evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889340/Rapid_assessment_ViaSure_SARS-CoV-2_Real_Time_PCR_detection_Kit_VS-NCO296T.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889327/Rapid_assessment_Seegene__Allplex_2019-nCoV__assay_for_the_detection_of_SARS-CoV-2__COVID-19_.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889328/Rapid_assessment_Roche_Ltd_Coronavirus_LightMix_Modular_SARS_and_Wuhan_CoV_E-gene_assay.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889329/Rapid_assessment_Randox_Extended_Coronavirus_Multiplex_Array_assay.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","survey, monitoring, case study, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889330/Rapid_assessment_Novacyt_Primerdesign_Coronavirus__COVID-19__Genesig.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889331/Rapid_assessment_Liferiver_Novel_Coronavirus__2019-nCoV__Real_Time_Multiplex_RT-PCR_Kit__3_Genes_.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889332/Rapid_assessment_Genetic_Signatures_EasyScreen__SARS-CoV-2_Detection_Kit.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact, experimental, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889333/Rapid_assessment_Genetic_PCR_solutions_CoVID-19_dtec-RT-qPCR_Test.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889334/Rapid_assessment_GeneFirst_Novel_Coronavirus__COVID-19__Real-Time_PCR_assay.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","monitoring, impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889335/Rapid_assessment_AusDiagnostics_Coronavirus_Typing__8-well__assay_for_detection_of_SARS-CoV-2.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/889336/Rapid_assessment_Altona_Real_Star_SARS-CoV-2_RT-PCR_Kit.pdf","https://www.gov.uk/government/publications/covid-19-phe-laboratory-assessments-of-molecular-tests","monitoring, impact"
"https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added/dcms-economic-estimates-2019-provisional-gross-value-added","https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added","performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962305/DCMS_Sectors_Economic_Estimates_2019__provisional__GVA____Tables.xlsx","https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added","evaluation, survey, rct, impact"
"https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added/dcms-economic-estimates-2019-gross-value-added-technical-and-quality-assurance-report","https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added","evaluation, monitoring, survey, impact"
"https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added/pre-release-access-to-dcms-economic-estimates-2019-gross-value-added","https://www.gov.uk/government/statistics/dcms-economic-estimates-2019-gross-value-added","monitoring, survey, simulation, impact, rct"
"http://digital.nhs.uk/pubs/ldsm_atJan21_mhsdsNov20","https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-january-2021-mhsds-november-2020-final",NA
"https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/her-majestys-prison-and-probation-service-workforce-quarterly-december-2020","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","monitoring, survey, impact, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962389/hmpps-workforce-statistics-tables-dec-2020__FINAL_.ods","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","monitoring, survey, rct, impact"
"https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/workforce-statistics-guide","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","monitoring, survey"
"https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/recruitment-diversity-experimental-statistics-q1-2019-to-q4-2020","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","monitoring, survey, simulation, experimental, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962024/PO_and_OSG_Recruitment__diversity_statistics_Dec_2020__FINAL_.ods","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962028/annex-probation-officer-recruitment-December-2020__FINAL_.ods","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","survey, impact"
"https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020/hmpps-covid-19-experimental-statistics-annex-31-january-2021","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962362/hmpps-covid-19-jan-20-tables__FINALK_.ods","https://www.gov.uk/government/statistics/hm-prison-and-probation-service-workforce-quarterly-december-2020","survey, monitoring, impact, interview"
"https://www.gov.uk/government/publications/remote-education-research/remote-education-research","https://www.gov.uk/government/publications/remote-education-research","impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/964674/Remote_learning_-_YouGov_findings_slides.pptx","https://www.gov.uk/government/publications/remote-education-research","experimental, impact, evaluation, simulation, rct, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/955614/Data_used_in_figures.zip","https://www.gov.uk/government/publications/remote-education-research",NA
"https://www.gov.uk/government/publications/the-education-of-children-living-in-childrens-homes/the-education-of-children-living-in-childrens-homes","https://www.gov.uk/government/publications/the-education-of-children-living-in-childrens-homes","monitoring, evaluation, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/962696/CSVs.zip","https://www.gov.uk/government/publications/the-education-of-children-living-in-childrens-homes","impact, evaluation, survey"
"https://www.gov.uk/government/publications/rsh-stakeholder-survey-2020/stakeholder-survey-results-february-2021","https://www.gov.uk/government/publications/rsh-stakeholder-survey-2020","impact, survey, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1097245/20210121_Stakeholder_Survey_2020_v_for_publishing.pdf","https://www.gov.uk/government/publications/rsh-stakeholder-survey-2020","impact, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/937623/Learning_from_local_authorities_Report.pdf","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity",NA
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/executive-summary-learning-from-local-authorities-with-downward-trends-in-childhood-obesity","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity",NA
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/phe-centres-the-north-of-england","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity","survey"
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/phe-centres-midlands","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity",NA
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/phe-centres-south-of-england","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity","survey"
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/phe-centres-east-of-england","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity",NA
"https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity/phe-centres-london","https://www.gov.uk/government/publications/national-child-measurement-programme-childhood-obesity","survey"
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020/mortgage-and-landlord-possession-statistics-october-to-december-2020","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/959922/Mortgage_and_landlord_possession_statistical_tables_Oct_to_Dec_2020.ods","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020","impact, experimental, evaluation, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/959784/Mortgage_and_landlord_statistical_data.zip","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020",NA
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020/mortgage-and-landlord-possession-statistics-october-to-december-supporting-document","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020","impact, evaluation, survey"
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020/data-visualisation-tool","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020",NA
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020/pre-release-list","https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-october-to-december-2020",NA
"http://digital.nhs.uk/pubs/mhsprfnovprovdec20","https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-performance-november-provisional-december-2020",NA
"https://www.gov.uk/government/statistics/reported-road-casualties-in-great-britain-provisional-estimates-involving-illegal-alcohol-levels-2019/reported-road-casualties-in-great-britain-provisional-estimates-involving-illegal-alcohol-levels-2019","https://www.gov.uk/government/statistics/reported-road-casualties-in-great-britain-provisional-estimates-involving-illegal-alcohol-levels-2019","impact, experimental, evaluation, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/959751/drink-drive-provisional-estimates-2019.zip","https://www.gov.uk/government/statistics/reported-road-casualties-in-great-britain-provisional-estimates-involving-illegal-alcohol-levels-2019",NA
"http://digital.nhs.uk/pubs/csdsoct20","https://www.gov.uk/government/statistics/community-services-statistics-october-2020",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958999/VRTB_Evaluation_v5_FINAL.pdf","https://www.gov.uk/government/publications/voluntary-right-to-buy-midlands-pilot-evaluation","impact, survey, evaluation, monitoring, difference in difference, regression discontinuity, instrumental variables, interview, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/958862/supply-chain-demonstrator-project-phase-2-evaluation.pdf","https://www.gov.uk/government/publications/supply-chain-demonstrator-project-year-2-evaluation-of-energy-efficiency-improvement-pilots",NA
"https://www.gov.uk/government/publications/report-of-the-commission-on-human-medicines-expert-working-group-on-covid-19-vaccine-safety-surveillance/report-of-the-commission-on-human-medicines-expert-working-group-on-covid-19-vaccine-safety-surveillance","https://www.gov.uk/government/publications/report-of-the-commission-on-human-medicines-expert-working-group-on-covid-19-vaccine-safety-surveillance",NA
"https://www.gov.uk/government/publications/behavioural-science-messaging-trial-make-your-next-car-electric/make-your-next-car-electric-a-behavioural-science-messaging-trial","https://www.gov.uk/government/publications/behavioural-science-messaging-trial-make-your-next-car-electric",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/952523/Negative_body_image-_causes__consequences___intervention_ideas.pdf","https://www.gov.uk/government/publications/research-publications","experimental, evaluation, impact, survey, performance"
"https://www.gov.uk/government/publications/research-publications/engaging-with-men-and-boys-about-gender-norms-engagement-toolkit","https://www.gov.uk/government/publications/research-publications",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/952524/Engaging_with_Men_and_Boys_about_Gender_Norms-_Toolkit.pdf","https://www.gov.uk/government/publications/research-publications","evaluation, survey, interview, case study, impact"
"https://www.gov.uk/government/publications/research-publications/the-relationship-between-pornography-use-and-harmful-sexual-behaviours","https://www.gov.uk/government/publications/research-publications","evaluation, survey, interview, case study, impact"
"https://www.gov.uk/government/publications/research-publications/the-relationship-between-pornography-use-and-harmful-sexual-attitudes-and-behaviours-literature-review","https://www.gov.uk/government/publications/research-publications","impact, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/976731/The_Relationship_between_Pornography_use_and_Harmful_Sexual__Behaviours_v1.pdf","https://www.gov.uk/government/publications/research-publications",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957538/Shared_care_and_well-being_outcomes-_Literature_review.pdf","https://www.gov.uk/government/publications/research-publications",NA
