"link","updated","title","summary"
"https://www.gov.uk/government/publications/biomass-boilers-measurement-of-in-situ-performance","2019-09-16T13:34:27Z","Biomass boilers: measurement of in-situ performance","Reports from a monitoring project of solid biomass boilers between April 2016 and June 2018."
"https://www.gov.uk/government/statistics/economic-labour-market-status-of-individuals-aged-50-and-over-trends-over-time-september-2019","2019-09-12T08:30:00Z","Economic labour market status of individuals aged 50 and over, trends over time: September 2019","These experimental statistics detail the trends over time in the economic labour market status of individuals aged 50 and over."
"https://www.gov.uk/government/publications/informal-carers-and-employment-summary-report-of-a-systematic-review","2019-09-12T08:30:00Z","Informal Carers and employment: summary report of a systematic review","This paper summarises the key findings of a systematic review on the topic of how informal caring roles interact with employment."
"https://www.gov.uk/government/publications/further-education-sector-reform-case-studies-area-reviews","2019-09-09T16:00:00Z","Further education sector reform case studies: area reviews","Research into the further education area reviews that took place between 2015 and 2017."
"https://www.gov.uk/government/publications/tax-credits-customer-survey-and-digital-renewals-evaluation","2019-09-02T08:30:07Z","Tax credits customer survey and digital renewals evaluation","Research exploring tax credits customers’ experiences, particularly of digital services and the move towards Universal Credit."
"https://www.gov.uk/government/publications/non-domestic-smart-energy-management-innovation-competition-research-and-evaluation","2019-08-29T10:40:00Z","Non-Domestic Smart Energy Management Innovation Competition: interim research and evaluation","Interim report from the NDSEMIC research and <mark>evaluation</mark> programme."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-may-2019-experimental-statistics","2019-08-29T08:30:10Z","Maternity Services Monthly Statistics May 2019, Experimental statistics","May 2019 monthly publication of experimental statistics from the Maternity Services Data Set."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-april-2019-experimental-statistics","2019-08-29T08:30:10Z","Maternity Services Monthly Statistics April 2019, Experimental statistics","April 2019 monthly publication of experimental statistics from the Maternity Services Data Set.

The release of this publication will be delayed until 29Aug19 for operational reasons as a result of implementing a new data …"
"https://www.gov.uk/government/publications/national-groundwater-recharge-assessment-under-climate-change","2019-08-29T05:00:00Z","National groundwater recharge assessment under climate change","This study investigates replenishment of groundwaters and how climate change might alter this in the future. "
"https://www.gov.uk/government/statistics/non-domestic-rating-challenges-and-changes-2017-and-2010-rating-lists-june-2019-experimental","2019-08-22T08:30:01Z","Non-domestic rating: challenges and changes, 2017 and 2010 rating lists, June 2019 (experimental)","Experimental statistics on checks (England only) challenges and assessment reviews against the 2017 local rating list at 30 June 2019. This release also includes challenges and assessment reviews against the 2010 local ratin…"
"https://www.gov.uk/government/publications/gc-publishes-a-technical-report-on-mycotoxin-screening-using-quechers","2019-08-21T14:05:00Z","GC publishes a technical report on mycotoxin screening using QuEChERS","Report describing research works carried out by the Government Chemist to explore the possibilities of applying QuEChERS to the analysis of mycotoxins in various food matrices"
"https://www.gov.uk/government/statistics/universal-credit-29-april-2013-to-11-july-2019","2019-08-13T08:30:00Z","Universal Credit: 29 April 2013 to 11 July 2019","These experimental statistics cover the number of people and households on Universal Credit, starts and claims."
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-april-to-june-2019","2019-08-08T08:30:05Z","Mortgage and Landlord Possession statistics: April to June 2019","Quarterly National Statistics on possession claim actions in county courts by mortgage lenders and social and private landlords."
"https://www.gov.uk/government/statistics/companies-register-activities-statistical-release-2018-to-2019","2019-08-01T15:50:34Z","Companies register activities: statistical release 2018 to 2019 (revised)","Yearly statistics on company incorporations and dissolutions, and the total size of the register."
"https://www.gov.uk/government/publications/irp-mid-and-south-essex-advice","2019-07-30T13:28:00Z","Advice to the Minister of State for Health on Mid and South Essex acute services","Advice from the Independent Reconfiguration Panel (IRP) about the reconfiguration of acute services in Mid and South Essex sent to the Minister of State for Health on 17 July 2019."
"https://www.gov.uk/government/publications/interim-reports-from-the-centre-for-data-ethics-and-innovation","2019-07-25T11:50:27Z","Interim reports from the Centre for Data Ethics and Innovation","The Centre for Data Ethics and Innovation has published interim reports on its two major reviews into online targeting and bias in algorithmic decision-making."
"https://www.gov.uk/government/statistics/incorporated-companies-in-the-uk-april-to-june-2019","2019-07-25T08:30:05Z","Incorporated companies in the UK April to June 2019","Quarterly release providing information about the number of companies on the register, newly incorporated companies, and removals from the register."
"https://www.gov.uk/government/publications/return-to-practice-evaluation-report","2019-07-23T10:44:39Z","Return to Practice Evaluation Report","<mark>Evaluation</mark> of the Allied Health Professionals and Health Care Scientists &#x27;Return to Practice&#x27; Programme"
"https://www.gov.uk/government/publications/employment-advisers-in-improving-access-to-psychological-therapies-process-evaluation-report","2019-07-23T08:30:05Z","Employment Advisers in Improving Access to Psychological Therapies: process evaluation report","This research looks at stakeholder views of the Employment Advisers in Improving Access to Psychological Therapies pilot which began in March 2018."
"https://www.gov.uk/government/publications/an-evaluation-of-independent-child-trafficking-guardians-early-adopter-sites-final-report","2019-07-22T15:14:07Z","An evaluation of Independent Child Trafficking Guardians - early adopter sites: Final report","This report <mark>evaluates</mark> the Independent Child Trafficking Guardians service in the three early adopter sites for the two year period from February 2017 to January 2019.…"
"https://www.gov.uk/government/publications/labour-market-enforcement-strategy-2019-to-2020","2019-07-22T14:45:00Z","Labour Market Enforcement Strategy 2019 to 2020","Annual strategy for 2019 to 2020 including recommendations to improve state-led enforcement of employment rights."
"https://www.gov.uk/government/publications/evaluation-of-voter-id-pilots-2019","2019-07-22T09:01:00Z","Evaluation of voter ID pilots 2019","Process <mark>evaluation</mark> of pilots introducing an ID requirement for voters at polling stations."
"https://www.gov.uk/government/publications/teacher-well-being-at-work-in-schools-and-further-education-providers","2019-07-22T08:30:00Z","Teacher well-being at work in schools and further education providers","The report and analysis of teacher well-being across different roles and settings. "
"https://www.gov.uk/government/publications/adoption-support-fund-long-term-follow-up","2019-07-20T23:15:00Z","Adoption support fund: long-term follow-up","Report <mark>evaluating</mark> the long-term effect of the adoption support fund&#x27;s funding of adoptive families’ access to therapy."
"https://www.gov.uk/government/publications/driving-test-changes-in-2017-impact-summary","2019-07-19T13:00:09Z","Driving test changes in 2017: impact evalutation","Research carried out with new drivers to monitor how changes to the driving test made in December 2017 affected lessons and driving after passing."
"https://www.gov.uk/government/publications/labour-market-information-lmi-for-all-2017-to-2018","2019-07-19T08:30:00Z","Labour market information (LMI) for All 2017 to 2018","A review of the LMI for All service that brings reliable labour market information together in one place.  "
"https://www.gov.uk/government/publications/drink-free-days-2018-campaign-evaluation","2019-07-19T08:30:00Z","Drink Free Days 2018: campaign evaluation","Full <mark>evaluation</mark> report for the Drink Free Days 2018 campaign.…"
"https://www.gov.uk/government/publications/extra-curricular-activities-soft-skills-and-social-mobility","2019-07-18T23:38:00Z","Extra-curricular activities, soft skills and social mobility","A report which highlights disparities in participation rates in extra-curricular activities based on social background."
"https://www.gov.uk/government/publications/process-evaluation-of-the-global-positioning-system-electronic-monitoring-pilot-quantitative-findings","2019-07-18T08:30:21Z","Process evaluation of the Global Positioning System Electronic Monitoring Pilot: Quantitative findings","This <mark>evaluation</mark> report explores quantitative data collected to understand the process of implementing the GPS Electronic Monitoring pilot."
"https://www.gov.uk/government/publications/cost-and-outreach-pilot-evaluation-interim-findings","2019-07-18T08:30:00Z","Cost and outreach pilot evaluation: interim findings","Interim findings from the <mark>evaluation</mark> of the cost and outreach pilots."
"https://www.gov.uk/government/publications/self-assessment-campaign-tracking-report-2018-to-2019","2019-07-17T08:30:01Z","Self Assessment campaign tracking report 2018 to 2019","This research summarises tracking of the Self Assessment advertising campaign and measures its effectiveness."
"https://www.gov.uk/government/publications/hand-arm-vibration-syndrome-a-review-of-the-assessment-and-objective-testing-of-the-vascular-component-iiac-position-paper-43","2019-07-15T09:45:00Z","Hand arm vibration syndrome: a review of the assessment and objective testing of the vascular component: IIAC position paper 43","This is the council&#x27;s paper on its audit of claims for prescribed disease A11 hand arm vibration syndrome (HAVS)."
"https://www.gov.uk/government/publications/evaluation-strategy-for-the-life-chances-fund","2019-07-04T14:00:00Z","Evaluation Strategy for the Life Chances Fund","Overview of the <mark>evaluation</mark> approach that supports learning around a series of Social Impact Bonds funded via the Life Chances Fund."
"https://www.gov.uk/government/statistics/cover-of-vaccination-evaluated-rapidly-cover-programme-2018-to-2019-quarterly-data","2019-06-28T10:02:39Z","Cover of vaccination evaluated rapidly (COVER) programme 2018 to 2019: quarterly data","UK quarterly data and commentary on coverage achieved by the UK childhood immunisation programme."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-march-2019-experimental-statistics","2019-06-27T08:30:08Z","Maternity Services Monthly Statistics March 2019, Experimental statistics","March 2019 monthly publication of experimental statistics from the Maternity Services Data Set"
"https://www.gov.uk/government/publications/second-report-on-the-increased-speed-limit-for-heavy-goods-vehicles","2019-06-26T09:39:00Z","Second report on the increased speed limit for heavy goods vehicles","Year 2 report from a 3-year project to monitor the effect of increasing speed limits for HGVs over 7.5 tonnes in England and Wales."
"https://www.gov.uk/government/publications/inspecting-education-quality-lesson-observation-and-workbook-scrutiny","2019-06-26T08:30:00Z","Inspecting education quality: lesson observation and workbook scrutiny","These reports look into reliable and valid methods for inspectors to assess the quality of education using lesson observation and workbook scrutiny. "
"https://www.gov.uk/government/publications/rapid-evidence-assessment-rea-the-prevalence-and-impact-of-online-trolling","2019-06-26T08:30:00Z","Rapid Evidence Assessment (REA): The Prevalence and Impact of Online Trolling","A systematic review of existing evidence about the prevalence and impact of online trolling.  "
"https://www.gov.uk/government/publications/elitist-britain-2019","2019-06-24T22:30:00Z","Elitist Britain 2019: the education backgrounds of the UK’s leading figures","Detailed analysis of the educational background of business, political, media and public sector leaders in the UK."
"https://www.gov.uk/government/publications/global-challenges-research-fund-gcrf-foundation-stage-evaluation","2019-06-19T12:29:43Z","Global Challenges Research Fund (GCRF): Foundation Stage evaluation","The GCRF Foundation Stage <mark>evaluation</mark> was designed to develop an effective approach for <mark>evaluating</mark> the fund."
"https://www.gov.uk/government/publications/traineeships-evaluation","2019-06-19T08:30:03Z","Traineeships: evaluation","Findings from surveys of the traineeships programme."
"https://www.gov.uk/government/publications/understanding-past-merger-remedies","2019-06-18T10:17:52Z","Understanding past merger remedies","This research report <mark>evaluates</mark> 18 merger remedies put in place by the CC, OFT and the CMA ."
"https://www.gov.uk/government/publications/stem-and-mfl-teacher-supply-and-recruitment-programmes-evaluation","2019-06-13T09:00:23Z","STEM and MFL: teacher supply and recruitment programmes evaluation","Findings from an <mark>evaluation</mark> of programmes to help improve and support teacher supply for STEM and MFL subjects."
"https://www.gov.uk/government/publications/strategic-college-improvement-fund-pilot-self-evaluations","2019-06-05T23:15:00Z","Strategic college improvement fund pilot: self-evaluations","The report provides an overview of the self-<mark>evaluation</mark> reports from the colleges taking part in the strategic college improvement fund (SCIF) pilot."
"https://www.gov.uk/government/publications/piloting-alternative-electoral-canvassing-models","2019-06-04T14:35:46Z","Piloting Alternative Electoral Canvassing Models","This report details the full <mark>evaluation</mark> of the 2016 and 2017 canvass pilots, that tested whether or not alternatives to the legislated annual canvass exist."
"https://www.gov.uk/government/publications/tax-credits-campaign-tracker","2019-06-03T09:53:36Z","Tax credits campaign tracker","Quantitative research providing insight into customer awareness of tax credits and the online renewal rates for these. 
"
"https://www.gov.uk/government/publications/assessment-of-merger-control-decisions-in-digital-markets","2019-06-03T07:00:00Z","Assessment of merger control decisions in digital markets","<mark>Evaluation</mark> of past merger decisions in the UK digital sector."
"https://www.gov.uk/government/publications/university-enterprise-zones-pilot-interim-evaluation","2019-05-31T14:40:22Z","University enterprise zones pilot: evaluation","<mark>Evaluation</mark> reports of the effectiveness of university enterprise zones (UEZs)."
"https://www.gov.uk/government/publications/the-student-finance-system-impact-on-disadvantaged-young-people","2019-05-30T08:30:00Z","The student finance system: impact on disadvantaged young people","Summary of evidence on student finance and how it impacts participation, experience and outcomes."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-february-2019-experimental-statistics","2019-05-30T08:30:00Z","Maternity Services Monthly Statistics February 2019, Experimental statistics","February 2019 monthly publication of experimental statistics from the Maternity Services Data Set"
"https://www.gov.uk/government/statistics/statutory-homelessness-in-england-october-to-december-2018","2019-05-24T08:30:00Z","Statutory homelessness in England: October to December 2018","Experimental statistics on statutory homelessness in England. "
"https://www.gov.uk/government/statistics/non-domestic-rating-challenges-and-changes-2017-and-2010-rating-lists-march-2019-experimental","2019-05-16T08:30:00Z","Non-domestic rating: challenges and changes, 2017 and 2010 rating lists, March 2019 (experimental)","
Experimental statistics on checks (England only) challenges and assessment reviews against the 2017 local rating list at 31 March 2019. This release also includes challenges and assessment reviews against the 2010 local ra…"
"https://www.gov.uk/government/publications/self-employment-for-people-with-disabilities-and-health-conditions","2019-05-15T08:30:00Z","Self-employment for people with disabilities and health conditions","This research explores the experiences of self-employment for individuals with disabilities and health conditions and the types of support wanted in this area."
"https://www.gov.uk/government/statistics/mortgage-and-landlord-possession-statistics-january-to-march-2019","2019-05-09T08:30:00Z","Mortgage and landlord possession statistics: January to March 2019","Quarterly National Statistics on possession claim actions in county courts by mortgage lenders and social and private landlords."
"https://www.gov.uk/government/publications/cdc-group-and-dfid-response-to-icai-recommendations-on-cdcs-investments-in-low-income-and-fragile-states","2019-05-07T11:36:55Z","CDC Group and DFID response to ICAI recommendations on: CDC’s investments in low-income and fragile states","The review makes 6 recommendations to further increase the development impact of CDC investments in Africa and South Asia."
"https://www.gov.uk/government/publications/postgraduate-masters-loan-evaluation","2019-05-07T08:30:00Z","Postgraduate Master's Loan evaluation","Research report on how the Postgraduate Master&#x27;s Loan performed in its first year."
"https://www.gov.uk/government/publications/chm-ad-hoc-expert-group-evaluation-of-systematic-review-and-meta-analysis-of-studies-on-oral-hormone-pregnancy-tests-by-heneghan-et-al","2019-05-06T11:26:02Z","CHM ad hoc Expert Group: Evaluation of systematic review and  meta-analysis of studies on oral Hormone Pregnancy Tests by Heneghan et al","Minutes of the meeting and MHRA assessment report"
"https://www.gov.uk/government/publications/2018-international-traders-and-investors-study","2019-05-03T13:10:00Z","2018 international traders and investors study","Study providing insights on international business decision-makers’ attitudes and perceptions of the UK as a trade and investment partner."
"https://www.gov.uk/government/statistics/enrolments-at-schools-and-in-funded-pre-school-education-in-northern-ireland-201718","2019-04-30T14:56:36Z","Enrolments at schools and in funded pre-school education in Northern Ireland 2017/18","Enrolment data from the 2017&#x2F;18 annual school census was released in December 2017. "
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-january-2019-experimental-statistics","2019-04-25T08:30:02Z","Maternity Services Monthly Statistics January 2019, Experimental statistics","January 2019 monthly publication of experimental statistics from the Maternity Services Data Set "
"https://www.gov.uk/government/statistics/incorporated-companies-in-the-uk-january-to-march-2019","2019-04-25T08:30:00Z","Incorporated companies in the UK January to March 2019","Quarterly release providing information about the number of companies on the register, newly incorporated companies, and removals from the register."
"https://www.gov.uk/government/publications/nuclear-power-station-cooling-waters-evidence-on-3-aspects","2019-04-17T09:40:00Z","Nuclear power station cooling waters: evidence on 3 aspects","Study to inform permitting decisions on nuclear power station cooling waters."
"https://www.gov.uk/government/publications/pension-wise-service-evaluation-2017-to-2018-customer-experiences-and-outcomes","2019-04-16T14:47:57Z","Pension Wise service evaluation 2017 to 2018: customer experiences and outcomes","This report presents findings from a quantitative <mark>evaluation</mark> of the Pension Wise service in the financial year 2017 to 2018."
"https://www.gov.uk/government/publications/global-biomass-markets","2019-04-12T08:56:39Z","Global biomass markets","This report aims to increase understanding of factors affecting the availability of global biomass."
"https://www.gov.uk/government/publications/the-implementation-and-delivery-of-the-family-court-settlement-conferences-pilot-a-process-evaluation","2019-04-11T09:11:48Z","The implementation and delivery of the family court settlement conferences pilot: a process evaluation","Research to understand the views and experiences of professionals taking part in the settlement conferences pilot "
"https://www.gov.uk/government/publications/the-global-mental-health-assessment-tool-gmhat-pilot-evaluation-final-report","2019-04-11T09:00:00Z","The Global Mental Health Assessment Tool (GMHAT) pilot evaluation: Final report","<mark>Evaluation</mark> findings of the Global Mental Health Assessment Tool (GMHAT) pilot, tested with refugees resettled under the Vulnerable Persons Resettlement Scheme."
"https://www.gov.uk/government/publications/fair-chance-fund-evaluation-final-report","2019-04-10T12:57:48Z","Fair Chance Fund evaluation: final report","The final report from the independent <mark>evaluation</mark> of the Fair Chance Fund."
"https://www.gov.uk/government/publications/practical-skills-of-a-level-science-students-study-4","2019-04-05T08:30:10Z","The impact of qualification reform on the practical skills of A level science students","These reports describe a five-part study from a programme of research that Ofqual conducted to <mark>evaluate</mark> the impact of qualification reform on the practical skills of A level science students."
"https://www.gov.uk/government/publications/evaluation-of-qualifications-reform","2019-04-05T08:30:10Z","Evaluation of qualifications reform","Research papers from Ofqual and QCA looking at the reform of qualifications."
"https://www.gov.uk/government/publications/predicting-the-future-location-and-potential-value-of-sites-of-aquaculture-development","2019-04-04T13:38:33Z","R002 - Predicting the future location and potential value of sites of aquaculture development","Evidence requirement R002: Predicting the future location and potential value of sites of aquaculture development."
"https://www.gov.uk/government/publications/a-re-inspection-of-the-home-offices-application-of-the-good-character-requirement-in-the-case-of-young-persons-who-apply-for-registration-as-british","2019-04-04T11:47:59Z","A re-inspection of the Home Office’s application of the good character requirement in the case of young persons who apply for registration as British citizens","This inspection <mark>evaluates</mark> the Home Office&#x27;s progress towards implementing the 2 recommendations made in the Chief Inspector&#x27;s July 2017 report."
"https://www.gov.uk/government/publications/a-re-inspection-of-border-force-operations-at-coventry-and-langley-postal-hubs","2019-04-04T11:47:40Z","A re-inspection of Border Force operations at Coventry and Langley postal hubs","This inspection <mark>evaluates</mark> the Home Office&#x27;s progress towards implementing the 8 recommendations made in the Chief Inspector&#x27;s October 2016 report."
"https://www.gov.uk/government/publications/transition-from-tax-credits-to-universal-credit-qualitative-and-quantitative-research-with-claimants","2019-04-04T08:30:01Z","Transition from tax credits to Universal Credit: qualitative and quantitative research with claimants","Research to <mark>evaluate</mark> the experiences of customers who had stopped getting tax credits and had moved to Universal Credit after a change in their circumstances."
"https://www.gov.uk/government/publications/waste-gas-management-at-onshore-oil-and-gas-sites-framework-for-technique-selection","2019-04-04T08:30:00Z","Waste gas management at onshore oil and gas sites: framework for technique selection","Assesses the different methods available for managing waste gas at onshore oil and gas sites"
"https://www.gov.uk/government/publications/support-for-disabled-candidates-seeking-elected-office-public-sector-equality-duty-assessment","2019-04-03T14:48:00Z","Support for disabled candidates seeking elected office: Public Sector Equality Duty assessment","Public Sector Equality Duty assessment for support for disabled candidates seeking elected office "
"https://www.gov.uk/government/publications/pope-of-lnms-large-lnms-evaluation-map","2019-04-01T14:48:19Z","POPE of LNMS: Large LNMS Evaluation Map","Large LNMS <mark>Evaluation</mark> Map - January 2015"
"https://www.gov.uk/government/publications/pope-of-lnms-a31-canford-bottom-roundabout-evaluation-report","2019-04-01T14:19:46Z","POPE of LNMS: A31 Canford Bottom Roundabout Evaluation Report","Post-Opening Project <mark>Evaluation</mark> (POPE) report of the A31 Canford Bottom Roundabout Local Network Management Scheme (LNMS).…"
"https://www.gov.uk/government/publications/pope-of-lnms-m62-junction-12-eastbound-diverge-evaluation-report","2019-04-01T14:19:11Z","POPE of LNMS: M62 Junction 12 Eastbound Diverge Evaluation Report","Post-Opening Project <mark>Evaluation</mark> (POPE) report of the M62 Junction 12 Eastbound Diverge Local Network Management Scheme (LNMS).…"
"https://www.gov.uk/government/publications/pope-of-lnms-m54-junction-2-traffic-signals-evaluation-report","2019-04-01T14:18:50Z","POPE of LNMS: M54 Junction 2 Traffic Signals Evaluation Report","Post-Opening Project <mark>Evaluation</mark> (POPE) report of the M54 Junction 2 Traffic Signals Local Network Management Scheme (LNMS)."
"https://www.gov.uk/government/publications/pope-of-lnms-m6-to-m62-eastbound-merges-evaluation-report","2019-04-01T14:18:27Z","POPE of LNMS: M6 to M62 Eastbound Merges Evaluation Report","Post-Opening Project <mark>Evaluation</mark> (POPE) report of the M62 Eastbound Merges Local Network Management Scheme (LNMS).…"
"https://www.gov.uk/government/publications/pope-of-lnms-a52-west-of-nottingham-corridor-improvements","2019-04-01T14:17:47Z","POPE of LNMS: A52 West of Nottingham Corridor Improvements","Post-Opening Project <mark>Evaluation</mark> (POPE) report of the A52 West of Nottingham Corridor Improvements Local Network Management Scheme (LNMS)."
"https://www.gov.uk/government/publications/national-pinch-point-programme-one-year-after-evaluation-meta-analysis","2019-04-01T14:17:00Z","National Pinch Point Programme - one year after evaluation meta analysis","The Pinch Point Meta-Analysis looks at a sample of 54 schemes that had One Year After <mark>evaluations</mark> completed."
"https://www.gov.uk/government/publications/pope-of-lnms-12th-annual-evaluation-report-january-2016","2019-04-01T14:16:19Z","POPE of LNMS 12th Annual Evaluation Report January 2016","This Annual <mark>Evaluation</mark> Report summarises the results of all 12 years of <mark>evaluations</mark> completed to date.…"
"https://www.gov.uk/government/publications/pope-of-major-schemes-m1-junctions-21-to-30-junction-25-to-28-widening","2019-04-01T13:27:40Z","POPE of major schemes: M1 junctions 21 to 30 (junction 25 to 28) Widening","These documents summarise the findings of the five years after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a14-kettering-southern-bypass","2019-04-01T13:26:38Z","POPE of major schemes: A14 Kettering Southern Bypass","These documents summarise the findings of the one year after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a453-widening","2019-04-01T13:25:57Z","POPE of major schemes: A453 Widening","These documents summarise the findings of the one year after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a421-bedford-to-m1-junction-13","2019-04-01T13:25:02Z","POPE of major schemes: A421 Bedford to M1 junction 13","These documents summarise the findings of the five years after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a46-newark-to-widmerpool-improvement","2019-04-01T13:24:25Z","POPE of major schemes: A46 Newark to Widmerpool Improvement","These documents summarise the findings of the five years after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a23-handcross-to-warninglid","2019-04-01T13:24:00Z","POPE of major schemes: A23 Handcross to Warninglid","These documents summarise the findings of the one year after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a11-fiveways-to-thetford-improvement","2019-04-01T13:23:07Z","POPE of major schemes: A11 Fiveways to Thetford Improvement","These documents summarise the findings of the one year after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-a3-hindhead","2019-04-01T13:22:34Z","POPE of major schemes: A3 Hindhead","These documents summarise the findings of the five years after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/pope-of-major-schemes-m40-junction-15-longbridge","2019-04-01T13:21:52Z","POPE of major schemes: M40 junction 15 Longbridge","These documents summarise the findings of the five years after <mark>evaluation</mark> study."
"https://www.gov.uk/government/publications/process-evaluation-of-the-catalyst-programmes","2019-04-01T10:21:14Z","Process evaluation of the Catalyst programmes","The report, &#x27;Process <mark>evaluation</mark> of the Catalyst programmes&#x27;, details the Catalysts on biotechnology, energy and agriculture technology launched by Innovate UK."
"https://www.gov.uk/government/publications/modern-methods-of-construction-working-group-developing-a-definition-framework","2019-03-29T00:00:00Z","Modern Methods of Construction working group: developing a definition framework","The Modern Methods of Construction (MMC) definition framework has been developed by a specialist sub-group of the MHCLG MMC cross industry working group."
"https://www.gov.uk/government/publications/national-evaluation-of-the-troubled-families-programme-2015-to-2020","2019-03-28T14:31:01Z","National evaluation of the Troubled Families Programme 2015 to 2020: early findings","Reports from the Troubled Families Programme 2015 to 2020."
"https://www.gov.uk/government/publications/building-resilient-families-third-annual-report-of-the-troubled-families-programme-2018-to-2019","2019-03-28T11:09:00Z","Building resilient families: third annual report of the Troubled Families Programme 2018 to 2019","​This third annual report of the Troubled Families Programme provides an update on progress made during 2018 to 2019."
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-december-2018-experimental-statistics","2019-03-28T09:30:10Z","Maternity Services Monthly Statistics December 2018, Experimental statistics","December 2018 monthly publication of experimental statistics from the Maternity Services Data Set "
"https://www.gov.uk/government/publications/30-hours-free-childcare-evidence-on-early-years-providers","2019-03-28T09:30:00Z","30 hours free childcare: evidence on early years providers","Research into provider engagement with the 30 hours free childcare offer based on data from 2018."
"https://www.gov.uk/government/publications/fraud-and-error-deterrence-and-prevention-message-testing","2019-03-28T09:30:00Z","Fraud and error deterrence and prevention message testing","This research aimed to inform the design of communications to discourage benefit fraud and other non-compliant claimant behaviour.
"
"https://www.gov.uk/government/publications/pensions-and-long-term-savings-trials-for-self-employed-people","2019-03-28T00:15:03Z","Pensions and long-term savings trials for self-employed people","This report outlines plans for research and trials that will help build evidence to find ways to help self-employed people save for retirement."
"https://www.gov.uk/government/publications/directindirect-impacts-of-regulation-research-report-april-2015","2019-03-27T14:48:24Z","Direct/indirect impacts of regulation research report, April 2015","This is the report from a research project on direct and indirect impacts. The report was used to inform RPC case histories guidance."
"https://www.gov.uk/government/publications/homelessness-prevention-trailblazers-evaluation","2019-03-25T11:30:00Z","Homelessness prevention trailblazers: evaluation","Final report of the <mark>evaluation</mark> of the Homelessness Prevention Trailblazer Areas programme."
"https://www.gov.uk/government/publications/the-centre-for-data-ethics-and-innovation-cdei-2-year-strategy","2019-03-21T10:06:03Z","The Centre for Data Ethics and Innovation (CDEI) 2 year strategy","The CDEI&#x27;s 2 year strategy sets out how it will investigate and advise on how to maximise the benefits of data-driven technologies"
"https://www.gov.uk/government/publications/chief-social-worker-for-adults-annual-report-2018-to-2019","2019-03-19T14:24:05Z","Chief Social Worker for Adults' annual report: 2018 to 2019","The Chief Social Worker for Adults in England, Lyn Romeo, sets out progress in improving the education, training and practice of social work with adults."
"https://www.gov.uk/government/publications/national-evaluation-of-the-troubled-families-programme-2015-to-2020-findings","2019-03-19T12:48:53Z","National evaluation of the Troubled Families Programme 2015 to 2020: findings","These reports outline findings from the <mark>evaluation</mark> of the Troubled Families Programme 2015 to 2020."
"https://www.gov.uk/government/statistics/defence-and-security-exports-for-2017","2019-03-14T16:17:37Z","Defence and Security Exports for 2017","Estimates of global defence and security exports based on orders or sales, covering the period 2008 to 2017."
"https://www.gov.uk/government/publications/evaluation-of-corporate-behaviour-change-in-response-to-the-corporate-criminal-offences","2019-03-13T13:17:00Z","Evaluation of corporate behaviour change in response to the corporate criminal offences","Research to enhance HMRC’s understanding of the impact of the commencement of the corporate criminal offences introduced in the Criminal Finances Act 2017. "
"https://www.gov.uk/government/publications/20-mph-speed-limits-on-roads","2019-03-11T12:46:43Z","20 mph speed limits on roads","Report into the effectiveness of 20 miles per hour (mph) road speed limits."
"https://www.gov.uk/government/publications/counting-patent-and-non-patent-cases-at-the-high-court-20152016","2019-03-04T09:30:00Z","Counting patent and non-patent cases at the High Court 2015/2016","The IPO requires detailed information on UK patent and non-patent cases. This will fulfill the UK’s obligations under the Unified Patent Court Agreement (UPCA)"
"https://www.gov.uk/government/statistics/non-domestic-rating-challenges-and-changes-2017-and-2010-rating-lists-december-2018-experimental","2019-02-28T09:52:42Z","Non-domestic rating: challenges and changes, 2017 and 2010 rating lists, December 2018 (experimental)","Experimental statistics on checks (England only), challenges and assessment reviews against the 2017 local rating list at 31 December 2018. This release also includes challenges and assessment reviews against the 2010 local …"
"https://www.gov.uk/government/statistics/maternity-services-monthly-statistics-november-2018-experimental-statistics","2019-02-28T09:30:05Z","Maternity Services Monthly Statistics November 2018, Experimental statistics","November 2018 monthly publication of experimental statistics from the Maternity Services Data Set "
"https://www.gov.uk/government/publications/extremity-dosemeter-intercomparison-2016-report","2019-02-27T11:43:02Z","Extremity dosemeter intercomparison: 2016 report","This report (PHE-CRCE-037) presents an interlaboratory comparison of dosemeters designed to be worn on the extremities (fingers)."
