"documents","keywords"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/493149/rr914-esf-families-with-multiple-problems-evaluation-summary.pdf","evaluation, survey, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/493532/CARE-adaptation-learning-programme-final-report.pdf","evaluation, impact, interview, monitoring, survey, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/493552/Man-resp-CARE-Adaptation-Learning-Programme-final-evaluation.pdf","evaluation, impact, monitoring, survey, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/493714/Evaluation_of_Gaming_Machine__Circumstances_of_Use___Amendment__Regulations_2015.pdf","evaluation, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/493958/Health-Research-Prog-Mid-Term-Eval.pdf","evaluation, impact, interview, monitoring, realist, contribution analysis, performance, case study, consultative, systematic review, survey, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494165/Support-_Accountable-Security-Justice-OPT-eval.pdf","evaluation, monitoring, impact, survey, theory based, interview, performance, consultative, realist, experimental, case study, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494809/Results-Based-Aid-Rwandan-Education-Year2-2014.pdf","evaluation, impact, survey, focus group, interview, monitoring, realist, performance, realist evaluation, experimental, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494811/Results-Based-Aid-Rwandan-Education-Annex.pdf","evaluation, impact, experimental, realist evaluation, survey, focus group, performance, monitoring, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494842/Evaluation-Accountability-Tanzania-Programme.pdf","evaluation, interview, focus group, impact, monitoring, survey, case study, realist, contribution analysis, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494862/Evaluation-Cross-Cutting-DFID_s-App-Remote-Man-Somalia-North-East-Kenya-Jan2015.pdf","evaluation, performance, monitoring, impact, interview, focus group, survey, case study, realist, polling"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494864/BIS-16-92-final-government-evidence-for-the-Low-Pay-Commissions-2016-report.pdf","case study, survey, impact, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/494969/hpr01-0316.pdf","survey, interview, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/495010/child-maintenance-service-2012-scheme-nov-15.pdf","experimental, impact, monitoring, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496291/Eval-Humanitarian-Innovation-Evidence-Prog.pdf","evaluation, impact, case study, performance, interview, monitoring, contribution analysis, survey, realist, systematic review, theory based, focus group, consultative, randomised control trial, rct, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496300/Evaluation-Global-Poverty-Action-Fund-mid-term.pdf","evaluation, survey, interview, impact, performance, monitoring, experimental, focus group, consultative, randomised control trial, quasi experimental, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496393/Domestic_Census_Technical_Annex_.pdf","evaluation, survey, impact, interview, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496959/AFRITAC-South.pdf","evaluation, survey, impact, case study, performance, monitoring, interview, realist, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496983/Evaluation-Civil-Society-Challenge-Fund.pdf","evaluation, impact, interview, survey, monitoring, performance, realist, theory based"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/496997/Man-Response-Eval-AFRITAC-South.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497011/Evaluation-DFID-Somalia-Humanitarian-Prog.pdf","monitoring, evaluation, performance, impact, interview, survey, case study, realist, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497341/BG_REPORT_FINAL_PUBLISH_TO_RM__1_.pdf","performance, monitoring, impact, interview, realist, focus group, survey, evaluation, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497629/Evaluation-NIAFII-March-2015.pdf","evaluation, interview, performance, monitoring, impact, survey, systematic review, polling, case study, cost benefit analysis, realist, simulation, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497637/Man-resp-Evaluation-NIAFF_II.pdf","evaluation, performance, impact, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497711/hpr0416.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/497979/man-resp-Evaluation-Accountability-Tanzania-Programme.pdf","evaluation, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498025/Evaluation-Long-term-dev-cooperation-between-UK-Vietnam.pdf","evaluation, impact, interview, realist, case study, performance, monitoring, contribution analysis, survey, focus group, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498027/Historic-overview-Eval-Long-term-dev-coop-UK-Vietnam.pdf","evaluation, case study, interview, performance, impact, monitoring, consultative, survey, focus group, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498329/BIS-16-30-growth-vouchers-programme-evaluation-cohort-1-impact-at-6-months.pdf","evaluation, impact, rct, survey, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498784/Qualitative_research_with_owner_occupier_applicants_to_the_domestic_RHI.pdf","evaluation, interview, survey, case study, monitoring, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498785/Annex_1_technical_report.pdf","evaluation, interview, impact, survey, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498787/Survey_of_non-domestic_RHI_applicants__wave_2_.pdf","survey, evaluation, impact, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498789/Annex_2_-_technical_report.pdf","evaluation, survey, performance, interview, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498790/Annex_3_-_qualitative_research_with_non_domestic_supply_chain_for_large_biomass.pdf","evaluation, impact, interview, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498794/MCS_renewable_heat_technology_installers_survey.pdf","survey, evaluation, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498798/Qualitative_research_with_social_housing_providers.pdf","evaluation, interview, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498799/Annex_1-_technical_report.pdf","evaluation, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498846/MCS_Installer_Survey_-Technical_Annex_-.pdf","evaluation, survey, interview, impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/498944/mene-childrens-report-years-1-2.pdf","survey, interview, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499083/mortgage-and-landlord-possession-statistics-october-to-december-2015.pdf","impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499168/Feasibility_study_into_evaluating_the_labour_and_childcare_market_impacts_of_Tax-Free_Childcare_and_the_Free_Early_Education_Entitlement.pdf","impact, evaluation, survey, simulation, interview, rct, randomised control trial, propensity score matching, regression discontinuity, difference in difference, focus group, instrumental variables, synthetic control"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499601/BIS-16-7-mas-impact-analysis-report.pdf","impact, evaluation, monitoring, interview, experimental, performance, quasi experimental, survey, rct, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499677/BIS-16-7a-mas-evaluation-summary-peer-review.pdf","evaluation, impact, experimental, cost effectiveness analysis, performance, realist, monitoring, simulation, randomised control trial, rct, survey, cost benefit analysis"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499728/bis-16-123-ati-scoping-study.pdf","monitoring, evaluation, performance, impact, survey, interview, contribution analysis, realist, case study, experimental, systematic review, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499807/bis-16-124-apc-process-evaluation.pdf","evaluation, interview, monitoring, performance, case study, impact, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/499865/bis-16-125-apc-scoping-study.pdf","impact, evaluation, monitoring, survey, regression discontinuity, randomised control trial, rct, performance, case study, realist, contribution analysis, synthetic control, interview, interrupted time series, propensity score matching, realist evaluation, simulation, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500273/Review_of_the_Marine_Planning_Monitoring_and_Evaluation_Framework_and_Development_of_Baselines__1087_.pdf","monitoring, evaluation, experimental, quasi experimental, impact, performance, survey, focus group, difference in difference, synthetic control, realist, interview, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500274/Review_of_the_Marine_Planning_Monitoring_and_Evaluation_Framework_and_Development_of_Baselines__summary__1087_.pdf","monitoring, evaluation, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500391/Man-resp-Eval-Futures-Agricultures-Consortium.pdf","evaluation, impact, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500411/Man-resp-Eval-DFID-Health-Research-Consortia.pdf","evaluation, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500434/Eval-DFID-Syria-Humanitarian-Prog.pdf","evaluation, interview, monitoring, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/500699/Man-resp-evaluation-Syria-Humanitarian-Prog.pdf","evaluation, monitoring, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501216/Evaluation-Statebuilding-Grant-Palestinian-Gov-Facility.pdf","interview, performance, impact, monitoring, evaluation, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501225/Eval-Humanitarian-Response-Typhoon-Haiyan.pdf","evaluation, monitoring, interview, focus group, impact, performance, theory based, case study, survey, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/501238/hpr0616.pdf","impact, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/502485/Eval-Health-Portfolio-Bihar-Madhya-Pradesh-Odisha-India.pdf","impact, evaluation, interview, monitoring, performance, realist, survey, cost effectiveness analysis, focus group, rct, randomised control trial, case study, systematic review"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/502488/Man-resp-Eval-Health-Portfolio-Bihar-Madhya-Pradesh-Odisha-India.pdf","monitoring, impact, evaluation, performance, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/502585/family-based-child-maintenance-sept-2015.pdf","experimental, performance, survey, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/502586/family-based-child-maintenance-june-2015.pdf","experimental, survey, performance, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/503015/Rough_Sleeping_Autumn_2015_statistical_release.pdf","impact, monitoring, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/503332/Research_Brief_FINAL_FOR_PUB.pdf","evaluation, impact, survey, performance, interview, case study, propensity score matching, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/503333/Evaluation_of_Teaching_schools_FINAL_FOR_PUB_25_feb_final_.pdf","evaluation, survey, interview, impact, case study, performance, propensity score matching, ethnography, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504218/UKFP_PC2_Evaluation.pdf","evaluation, impact, performance, simulation, survey, theory based"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504223/Robert_Woodhead_SQW.pdf","evaluation, performance, case study, consultative, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504228/Action_Sustainibility_Case_Study_UKCES.pdf","evaluation, case study, focus group, impact, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504549/msms-sep15-exp-rep.pdf","experimental, evaluation, performance, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504551/Web_PRA.pdf","experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504556/msms-oct15-exp-rep.pdf","experimental, evaluation, performance, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/504615/rr919-employers-pension-provision-2015-summary.pdf","survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/505263/2302_PC2_BrochureWEB.pdf","performance, impact, interview, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/505517/RR332_-_Teaching_schools_Evaluation.pdf","evaluation, case study, impact, survey, performance, interview, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/506189/hpr0816.pdf","impact, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/506190/hpr0716.pdf","systematic review, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/506195/hpr0916.pdf","monitoring, survey, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/508127/hpr1016.pdf","monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/509203/ecorys-lane-rental-report.pdf","evaluation, performance, impact, interview, monitoring, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/509368/what-works-to-enhance-inter-parental-relationships.pdf","impact, evaluation, systematic review, randomised control trial, rct, experimental, performance, monitoring, interview, case study, realist, survey, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/509391/evaluating-economic-social-impacts-cycling-infrastructure-evaluation-framework.pdf","impact, evaluation, monitoring, survey, interview, performance, realist, experimental, systematic review, rct, propensity score matching, difference in difference, randomised control trial, instrumental variables, theory based"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/510297/UKFP_Offsite_Management_School_for_web.pdf","evaluation, case study, impact, interview, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/512721/msms-nov15-exp-rep.pdf","experimental, evaluation, performance, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/514229/hpr1116.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/514232/hpr1216.pdf","monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/515733/160412_BBCP_doc.pdf","evaluation, impact, interview, cost benefit analysis, case study, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/515795/POPE___M62_J25-30_SM_OYA_Final_Report.pdf","evaluation, impact, performance, monitoring, realist, cost benefit analysis, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/515796/POPE_of_Major_Schemes_M62_J25-30_SM_OYA_Executive_Summary.pdf","impact, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/515797/POPE___M62_J25-30_SM_OYA_Key_Points_Summary.pdf","evaluation, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517079/Man-resp-long-term-dev-coop-UK-Vietnam.pdf","evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517427/family-based-child-maintenance-dec-2015.pdf","experimental, performance, survey, impact, monitoring, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517431/Man-resp-Somalia-Humaitarian-Programme.pdf","evaluation, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517595/160411_EIF_and_GIF_briefing_FINAL_for_web.pdf","evaluation, survey, impact, interview, performance, case study, experimental, monitoring, difference in difference, propensity score matching, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517643/hpr1416.pdf","monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/517644/hpr1516.pdf","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/518935/rr920-england-esf-programme-2007-2013-evidence-synthesis.pdf","evaluation, systematic review, interview, impact, monitoring, performance, cost benefit analysis, propensity score matching, survey, experimental, realist, rct"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/518936/rr920-england-esf-programme-2007-2013-evidence-synthesis-summary.pdf","evaluation, interview, performance, monitoring, impact, survey, experimental, propensity score matching"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/519248/child-maintenance-service-2012-scheme-apr-16.pdf","experimental, impact, monitoring, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/519359/hpr1316_crrctd.pdf","case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/520691/Man-resp-review-statebuilding-grant-Palestinian.pdf","evaluation, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/520693/Man-resp-UK_s-humanitarian-response-typhoon-Haiyan.pdf","evaluation, impact, performance, monitoring, focus group, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/520896/Man-resp-evaluation-support-accountable-security.pdf","evaluation, performance, monitoring, impact, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/521747/Imp-Collation-Avail-Dissemination-National-Dev-Indicators-MDG_s.pdf","evaluation, monitoring, interview, survey, theory based, impact, realist, performance, simulation, contribution analysis, case study, experimental, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/522479/bulletin-jan-march-2016.pdf","impact, monitoring, evaluation, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/522581/Challenges_and_Changes_Statistical_Summary.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/522598/Data_Information_and_Methodology.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/522686/hpr1616.pdf","survey, impact, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/523975/hpr1716.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/524635/Ethics-principles-report-2016.pdf","evaluation, monitoring, survey, interview, impact, rct, experimental, performance, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/525843/BlackandminorityethnicmenwhohavesexwithmenProjectevaluationandsystematicreview.pdf","evaluation, systematic review, impact, interview, survey, focus group, rct, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/527092/hpr1816.pdf","impact, survey, evaluation, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/530117/hpr1216_COVER-crrctd.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/531021/hpr2016_COVER.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/532803/hpr2016.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/533592/External_evaluation_of_the_National_Action_Plan_on_women__peace_and_security_-_midline_evaluation_2016.pdf","monitoring, evaluation, interview, realist, performance, impact, consultative"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/533669/Delivering-Reproductive-Health-Results-Non-State-Providers-Pakistan1.pdf","impact, evaluation, survey, propensity score matching, experimental, performance, interview, systematic review, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/533695/Strengthening-Tanzania-Anti-Corruption-Action-Programme.pdf","case study, evaluation, impact, interview, survey, performance, monitoring, theory based, focus group, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/533714/Stamping-Out-Gender-Based-Violence-Prog-Zambia.pdf","evaluation, performance, focus group, interview, monitoring, survey, impact, consultative, realist, experimental, quasi experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534162/Aycliffe_CSE_Project_report.pdf","evaluation, survey, impact, realist, performance, focus group, interview, systematic review, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534356/Achieving_for_Children_-_Better_by_Design.pdf","evaluation, impact, interview, monitoring, case study, realist, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534394/Triborough_focus_on_practice_July_2016.pdf","evaluation, impact, interview, survey, focus group, realist, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534518/bis-16-311-evaluating-business-support-interventions-productivity-based-approach.pdf","evaluation, impact, quasi experimental, experimental, randomised control trial, rct, propensity score matching, performance, monitoring, survey, case study, interview, instrumental variables"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534681/terms-of-reference-pip-second-independent-review.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534786/Research_brief_-_Evaluation_of_Childrens_Centres_in_England__ECCE__Strands_1-5_FINAL.pdf","evaluation, survey, impact, interview, case study"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534940/ad-hoc-report-33-evaluation-of-the-universal-support-delivered-locally-trials-summary.pdf","evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/534942/ECCE_Strand_5_Value_for_Money_Analysis_Main_Report.pdf","evaluation, impact, survey, cost effectiveness analysis, interview, case study, realist, monitoring, rct, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/535032/rr922-qualitative-evaluation-of-the-dwp-innovation-fund-final-report.pdf","evaluation, impact, performance, interview, monitoring, survey, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/535033/rr922-summary-qualitative-evaluation-of-the-dwp-innovation-fund-final-report.pdf","evaluation, impact, performance, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/535234/rr926-evaluation-of-the-prepaid-card-live-test.pdf","evaluation, interview, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/535235/rr926-summary-evaluation-of-the-prepaid-card-live-test.pdf","evaluation, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/535811/ECCE_Strand_5_Value_for_Money_Analysis_Research_Brief.pdf","evaluation, survey, impact, cost effectiveness analysis, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/536193/ad-hoc-report-34-universal-credit-evaluation-framework-2016.pdf","evaluation, impact, cost benefit analysis, interview, performance, survey, experimental, rapid evidence assessment"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/536388/bis-16-18-agri-tech-industrial-strategy-evaluation-and-baseline.pdf","evaluation, monitoring, impact, survey, performance, case study, experimental, interview, realist evaluation, contribution analysis, propensity score matching, theory based, realist, simulation, randomised control trial, rct, regression discontinuity"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/536406/NatCen_s_independent_evaluation_of_an_anti-HB_T_bullying_programme_Research_report.pdf","evaluation, survey, impact, interview, realist, focus group, experimental, rct, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/536555/Large_Business_Survey_2015.pdf","survey, impact, interview, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537012/Transferable_tax_allowance_for_married_couples_and_civil_partners_-_publication_report.pdf","interview, focus group"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537013/Transferable_tax_allowance_for_married_couples_and_civil_partners_-_communications_research.pdf","interview, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/537089/ad-hoc-report-33-evaluation-of-the-universal-support-delivered-locally-trials.pdf","evaluation, survey, impact, monitoring, cost benefit analysis, interview, focus group, rct, randomised control trial, realist, performance, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/538329/rr925-intensive-activity-programme-trial-claimant-research.pdf","evaluation, impact, interview, rct, realist, monitoring, experimental, cost benefit analysis, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/539043/intensive-activity-programme-trial-evidence-synthesis.pdf","evaluation, impact, monitoring, interview, rct, realist, experimental, cost benefit analysis, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/539336/rr928-summary-supervised-jobsearch-pilots-trial-evaluation.pdf","evaluation, impact, performance, survey, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/539337/rr928-supervised-jobsearch-pilots-trial-evaluation.pdf","evaluation, impact, interview, survey, performance, monitoring, experimental, rct, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/540047/rr928-supervised-job-search-pilots-impact-assessment.pdf","impact, cost benefit analysis, rct, interview, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/540628/2012-statutory-child-maintenance-scheme-aug-2013-may-2016-experimental.pdf","experimental, impact, monitoring, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/540728/hb-cmi-apr-2015-mar-2016.pdf","experimental, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/540733/strengthening-the-links-between-appraisal-and-evaluation.pdf","evaluation, case study, interview, impact, monitoring, realist, performance, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/541028/hpr2316.pdf","monitoring, evaluation, survey, performance, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/541032/hrp2416.pdf","evaluation, survey, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/541111/ONLINE_LEARNING_REPORT_Exec_summary_learning_tech_report.pdf","evaluation, survey, interview, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/542084/ad-hoc-report-26-work-programme-relative-effectiveness-of-prime-providers.pdf","performance, impact, evaluation, survey, experimental, simulation, realist"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/544117/UKFP_PC5_Evaluation_Report_FINALAugust_2016.pdf","evaluation, performance, survey, impact, monitoring, interview"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/544141/Developing_Leadership_A5_Jul_16_FINAL.pdf","survey, impact, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/544636/Evaluating_A_level_MFLs.pdf","performance, impact, monitoring"
